"regions","iso3","name","year","boreal","temperate","tropical","subtropical","1a_forestArea","1a_otherWoodedLand","1a_landArea","1b_naturallyRegeneratingForest","1b_plantedForest","1b_plantationForest","1b_plantationForestIntroduced","1b_otherPlantedForest","1c_primary","1c_tempUnstocked","1c_bamboos","1c_mangroves","1c_rubber","1f_palms","1f_treeOrchards","1f_agroforestry","1f_treesUrbanSettings","1f_other","2a_gs_ha_nat_reg","2a_gs_ha_planted","2a_gs_ha_plantation","2a_gs_ha_other_planted","2a_gs_ha_forest","2a_gs_ha_owl","2a_gs_tot_nat_reg","2a_gs_tot_planted","2a_gs_tot_plantation","2a_gs_tot_other_planted","2a_gs_tot_forest","2a_gs_tot_owl","2b_native_#1","2b_native_#2","2b_native_#3","2b_native_#4","2b_native_#5","2b_native_#6","2b_native_#7","2b_native_#8","2b_native_#9","2b_native_#10","2b_native_remaining","2b_native_total","2b_introduced_#1","2b_introduced_#2","2b_introduced_#3","2b_introduced_#4","2b_introduced_#5","2b_introduced_remaining","2b_introduced_total","2b_total_gs","2c_agb","2c_bgb","2c_dwb","2d_carbon_agb","2d_carbon_bgb","2d_carbon_dw","2d_carbon_litter","2d_carbon_soil","2d_soil_depth_cm","3a_prim_prod","3a_prim_prot","3a_prim_biodiv","3a_prim_socserv","3a_prim_multi","3a_prim_other","3a_prim_no_unknown","3a_tot_prod","3a_tot_prot","3a_tot_biodiv","3a_tot_socserv","3a_tot_other","3b_protected","3b_forMngt","3b_mngtProt","4a_priv_own","4a_individ","4a_bus_inst_fo","4a_indigenous_fo","4a_pub_own","4a_fo_unknown","4b_pub_admin","4b_individuals","4b_bus_inst_mr","4b_indigenous_mr","4b_unknown","5c_y_n","6a_policies_national","6a_policies_sub_national","6a_legislation_national","6a_legislation_sub_national","6a_platform_national","6a_platform_sub_national","6a_traceability_national","6a_traceability_sub_national","6b_pfe_y_n","6b_pfe_area","7a_employment_tot","7a_employment_fem","7a_employment_male","7a_emp_forestry_tot","7a_emp_forestry_fem","7a_emp_forestry_male","7a_emp_logging_tot","7a_emp_logging_fem","7a_emp_logging_male","7a_emp_nwfp_tot","7a_emp_nwfp_fem","7a_emp_nwfp_male","7a_emp_support_tot","7a_emp_support_fem","7a_emp_support_male","7b_phd_tot","7b_phd_fem","7b_phd_male","7b_msc_tot","7b_msc_fem","7b_msc_male","7b_ba_tot","7b_ba_fem","7b_ba_male","7b_tech_tot","7b_tech_fem","7b_tech_male","7b_total_tot","7b_total_fem","7b_total_male"
"UNECE, FOREST EUROPE, Europe","MDA","Republic of Moldova",2010,0,100,0,0,"374.50","82.50",3288,"162.50","212.00","0.00","0.00","212.00",,,"0.00","0.00","0.00",,,"29.85","19.23","33.46","171.63076923076923076923","76.00",,"75.9905660377358490566","117.51668891855807743658","46.20","27.89","16.112","0.00","16.11","44.01","3.8115","10.51","10.21","5.73","3.16","3.03","0.85","0.84","0.60","0.48","0.37","3.12","38.9","3.72","0.52","0.44","0.39","0.03",,"5.1","44","93.37","34.66","3.52","46.68","17.33","1.76","2.33","61.83","30.00","0.00","224.92","0.00","66.10","83.51","0.00","-0.03","0.00","224.92","0.00","66.10","83.51","66.10","302.10","62.80","2.44","2.44","0.00","0.00","326.43","45.63","326.43","0.00","0.00","0.00","0","no","yes","yes","yes","yes","yes","yes","no","no","yes","374.50","4.46","1.23","3.23","4.03",,,,,,"0.07",,,"0.35",,,"0","0","0","0","0","0","89",,,"46",,,,,
"UNECE, FOREST EUROPE, Europe","MDA","Republic of Moldova",2015,0,100,0,0,"386.40","72.20",3288,"167.70","218.70","0.00","0.00","218.70",,,"0.00","0.00","0.00",,,"30.75","20.41","21.06","171.61598091830649970185","76.00",,"75.99451303155006858711","117.49","46.20","28.78","16.6212","0.00","16.62","45.398136","3.33564","10.84","10.53","5.91","3.26","3.13","0.88","0.86","0.62","0.50","0.39","3.22","40.14","3.84","0.53","0.45","0.40","0.03",,"5.25","45.39","93.37","34.66","3.52","46.68","17.33","1.76","2.33","61.83","30.00","0.00","224.38","0.00","75.85","86.17","0.00","0","0.00","224.38","0.00","75.85","86.17","75.85","308.44","72.06","2.61","2.61","0.00","0.00","331.14","52.65","331.14","0.00","0.00","0.00","0","no","yes","yes","yes","yes","yes","yes","no","no","yes","386.40","4.13","1.08","3.05","3.94",,,,,,"0.04",,,"0.15",,,"0","0","0","0","0","0","102",,,"45",,,,,
"UNECE, FOREST EUROPE, Europe","MDA","Republic of Moldova",2020,0,100,0,0,"386.50","75.10",3288,"167.70","218.80","0.00","0.00","218.80",,,"0.00","0.00","0.00",,,"30.79","20.86","23.41","171.60","76.00",,"76.00548446069469835466","117.48","46.20","28.77732","16.6288","0.00","16.63","45.40602","3.46962","10.84","10.54","5.91","3.26","3.13","0.88","0.86","0.62","0.50","0.39","3.22","40.15","3.84","0.53","0.45","0.40","0.03",,"5.25","45.4","93.36","34.66","3.52","46.68","17.33","1.76","2.33","61.83","30.00","0.00","224.53","0.00","75.85","86.12","0.00","0","0.00","224.53","0.00","75.85","86.12","75.85","310.65","72.06",,,,,,,,,,,,"no","yes","yes","yes","yes","yes","yes","no","no","yes","386.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"International Tropical Timber Organization, Africa","MDG","Madagascar",1990,0,0,100,0,"13693.45","21148.00",58180,"13462.45","231.00","231.00",,"0.00","3367.00",,,"330.00",,,,,,,,,,,"171.00",,,,,,"2341.57995",,"133.00","72.00","67.00","56.00","51.00","50.00","42.00","29.00","23.00","19.00","1799.58","2341.58",,,,,,,,"2341.58","163.20","43.10",,"76.71","20.26",,"2.10",,,"3417.22","179.38","2973.22",,"6336.92",,"786.71",,,,,,"1700.00",,,"260.00","240.00","0.00","20.00","13309.78","123.67","13029.78","0.00","280.00","0.00","0","no","yes","yes","yes","yes","no","no","yes","yes","yes",,,,,,,,,,,,,,,,,"1",,,"5",,,,,,,,,"6",,
"International Tropical Timber Organization, Africa","MDG","Madagascar",2000,0,0,100,0,"13030.67","18453.00",58180,"12758.67","272.00","272.00",,"0.00","3179.00",,,"315.00",,,,,,,,,,,"171.00",,,,,,"2228.24457",,"127.00","69.00","63.00","53.00","49.00","47.00","40.00","27.00","22.00","18.00","1713.25","2228.25",,,,,,,,"2228.25","163.20","43.10",,"76.71","20.26",,"2.10",,,"3346.25","175.42","4709.58",,"4491.54",,"307.88",,,,,,"3000.00",,,"260.00","240.00","0.00","20.00","12646.75","123.92","12366.75","0.00","280.00","0.00","0","no","yes","yes","yes","yes","no","no","yes","yes","yes",,"118.00","34.00","84.00",,,,,,,,,,,,,"0",,,"16",,,,,,,,,"16",,
"International Tropical Timber Organization, Africa","MDG","Madagascar",2010,0,0,100,0,"12561.98","15688.00",58180,"12146.98","415.00","415.00",,"0.00","3036.00",,,"298.00",,,,,,,,,,,"171.00",,,,,,"2148.09858",,"120.00","65.00","60.00","50.00","46.00","45.00","38.00","26.00","21.00","17.00","1660.10","2148.1",,,,,,,,"2148.1","163.20","43.10",,"76.71","20.26",,"2.10",,,"3272.52","172.44","4709.58",,"4088.17",,"319.27",,,,,,"4752.00",,,"260.00","240.00","0.00","20.00","12179.95","122.03","11899.95","0.00","280.00","0.00","0","no","yes","yes","yes","yes","no","no","yes","yes","yes",,"19.00","6.00","13.00",,,,,,,,,,,,,"3",,,"17",,,,,,,,,"20",,
"International Tropical Timber Organization, Africa","MDG","Madagascar",2015,0,0,100,0,"12495.89","14466.00",58180,"12183.89","312.00","312.00",,"0.00","2993.00",,,"283.00",,,,,,,,,,,"171.00",,,,,,"2136.79719",,"113.00","61.00","56.00","47.00","43.00","42.00","36.00","25.00","20.00","16.00","1677.80","2136.8",,,,,,,,"2136.8","163.20","43.10",,"76.71","20.26",,"2.10",,,"3278.00","171.45","4869.14",,"4043.41",,"133.89",,,,,,"4973.00",,,"260.00","240.00","0.00","20.00","12101.66","134.23","11821.66","0.00","280.00","0.00","0","no","yes","yes","yes","yes","no","no","yes","yes","yes",,"8.00","1.00","7.00",,,,,,,,,,,,,"2",,,"19",,,,,,,,,"21",,
"International Tropical Timber Organization, Africa","MDG","Madagascar",2020,0,0,100,0,"12429.81","13244.00",58180,"12117.81","312.00","312.00",,"0.00","2950.00",,,"283.00",,,,,,,,,,,"171.00",,,,,,"2125.49751",,"108.00","57.00","52.00","44.00","40.00","39.00","36.00","24.00","19.00","15.00","1691.50","2125.5",,,,,,,,"2125.5","163.20","43.10",,"76.71","20.26",,"2.10",,,"3278.00","171.45","4869.14",,"3964.41",,"146.81",,,,,,"4973.00",,,,,,,,,,,,,,"no","yes","yes","yes","yes","no","no","yes","yes","yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Asia","MDV","Maldives",1990,0,0,100,0,"0.82","0.00",30,"0.82","0.00","0.00","0.00","0.00",,"0.00","0.00","0.04","0.00","26.28","0.00","0.00",,"0.00","90.00","0.00","0.00","0.00","90.00",,"0.0738","0","0","0","0.0738",,,,,,,,,,,,,,,,,,,,,,"135.00","32.40",,"63.45","15.23",,,,,,,,,,,"0.82",,,,,,,,,"0.00","0.00","0.00","0.00","0.82","0",,,,,"0.82",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Asia","MDV","Maldives",2000,0,0,100,0,"0.82","0.00",30,"0.82","0.00","0.00","0.00","0.00",,"0.00","0.00","0.04","0.00","26.28","0.00","0.00",,"0.00","90.00","0.00","0.00","0.00","90.00",,"0.0738","0","0","0","0.0738",,,,,,,,,,,,,,,,,,,,,,"135.00","32.40",,"63.45","15.23",,,,,,,,,,,"0.82",,,,,,,,,"0.00","0.00","0.00","0.00","0.82","0",,,,,"0.82",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Asia","MDV","Maldives",2010,0,0,100,0,"0.82","0.00",30,"0.82","0.00","0.00","0.00","0.00",,"0.00","0.00","0.04","0.00","26.28","0.00","0.00",,"0.00","90.00","0.00","0.00","0.00","90.00",,"0.0738","0","0","0","0.0738",,,,,,,,,,,,,,,,,,,,,,"135.00","32.40",,"63.45","15.23",,,,,,,,,,,"0.82",,,,,,,,,"0.00","0.00","0.00","0.00","0.82","0",,,,,"0.82",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Asia","MDV","Maldives",2015,0,0,100,0,"0.82","0.00",30,"0.82","0.00","0.00","0.00","0.00",,"0.00","0.00","0.04","0.00","26.28","0.00","0.00",,"0.00","90.00","0.00","0.00","0.00","90.00",,"0.0738","0","0","0","0.0738",,,,,,,,,,,,,,,,,,,,,,"135.00","32.40",,"63.45","15.23",,,,,,,,,,,"0.82",,,,,,,,,"0.00","0.00","0.00","0.00","0.82","0",,,,,"0.82",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Asia","MDV","Maldives",2020,0,0,100,0,"0.82","0.00",30,"0.82","0.00","0.00","0.00","0.00",,"0.00","0.00","0.04","0.00","26.20","0.00","0.00",,"0.00","90.00","0.00","0.00","0.00","90.00",,"0.0738","0","0","0","0.0738",,,,,,,,,,,,,,,,,,,,,,"135.00","32.40",,"63.45","15.23",,,,,,,,,,,"0.82",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"North and Central America, Montreal Process, International Tropical Timber Organization","MEX","Mexico",1990,"0.00","0.00","56.76","43.24","70591.65","20911.02",194395,"70552.22","39.43","38.83",,"0.60","39851.36","185.30",,"912.21",,"119.39","790.24",,,,"53.81","71.77276185645447628709",,,"53.82","2.10","3796.4149582","2.83",,,"3799.242603","43.913142","162.36","146.83","111.53","120.01","94.59","66.36","84.71","51.53","62.83","65.65","2830.02","3796.42","0.65","0.07","0.01","0.48","0.17","1.40","2.78","3799.2","46.69","11.41",,"22.05","5.48",,,,"30.00",,,"5794.00",,,,"64797.65",,,,,,"5425.90",,,"55085.11","14434.35","0.00","40650.76","2451.89","13054.65","725.57",,,"50.05","1676.27","yes","yes","yes","yes","yes","yes","yes","no","no","yes","7262.06",,,,,,,,,,,,,,,,"27","13","14","96","47","49","139","27","112","82","14","68","344","101","243"
"North and Central America, Montreal Process, International Tropical Timber Organization","MEX","Mexico",2000,"0.00","0.00","56.76","43.24","68381.35","20524.79",194395,"68341.59","39.76","34.52",,"5.24","34787.50","215.15",,"931.45",,"108.32","1021.97",,,,"53.81","70.92555331991951710262",,,"53.82","2.10","3677.4609579","2.82",,,"3680.284257","43.102059","157.28","142.23","108.04","116.25","91.63","64.28","82.06","49.92","60.86","63.59","2741.41","3677.55","0.63","0.06","0.01","0.47","0.17","1.36","2.7","3680.25","46.69","11.41",,"22.05","5.48",,,,"30.00",,,"8161.24",,,,"60220.11",,,,,,"7200.94","1758.34",,"53744.92","14216.81","0.00","39528.11","2426.99","12209.44","903.62",,,"48.59","1474.78","yes","yes","yes","yes","yes","yes","yes","no","no","yes","8988.64",,,,,,,,,,,,,,,,"53","17","36","269","116","153","799","293","506","65","10","61","1186","436","756"
"North and Central America, Montreal Process, International Tropical Timber Organization","MEX","Mexico",2010,"0.00","0.00","56.76","43.24","66943.31","19988.51",194395,"66876.79","66.51","61.85",,"4.66","32543.07","197.65","0.03","947.08",,"98.92","1156.00",,,,"56.77","96.97789806044203879116",,,"56.81","2.02","3796.5953683","6.45",,,"3803.0494411","40.3767902","148.61","135.89","123.85","117.15","102.42","89.03","87.03","68.28","66.27","64.27","2793.83","3796.63","0.69","0.53","0.40","0.27","0.19","4.65","6.73","3803.36","52.44","12.76","5.88","24.72","6.12","2.69","1.33","44.16","30.00","5.35",,"11918.73",,"1.41",,"55017.82","6.74",,"12765.11",,,"8032.32","2420.22",,"52944.86","14224.36","0.00","38720.50","2404.73","11593.72","949.15",,,"41.57","1414.01","yes","yes","yes","yes","yes","yes","yes","no","no","yes","10376.51","125.79",,,,,,,,,,,,,,,"70","24","46","285","130","155","3623","1768","1855","130","37","93","4108","1959","2149"
"North and Central America, Montreal Process, International Tropical Timber Organization","MEX","Mexico",2015,"0.00","0.00","56.76","43.24","66330.91","19884.68",194395,"66247.05","83.86","75.47",,"8.39","32281.01","195.72","0.21","946.50",,"98.40","1270.06","3.81",,,"56.77","88.36155497257333651324",,,"56.81","2.02","3760.8450285","7.41",,,"3768.2589971","40.1670536","147.25","134.65","122.71","116.08","101.49","88.22","86.23","67.66","65.67","63.68","2768.27","3761.91","0.68","0.52","0.39","0.27","0.19","4.60","6.65","3768.56","52.44","12.76","5.88","24.72","6.12","2.69","1.33","44.16","30.00","786.34","246.52","11018.67",,"198.58",,"54080.8","932.04","308.57","11926.21",,,"8025.51","8302.16",,"52614.41","14169.52","0.00","38444.89","2396.30","11320.2","942.98",,,"42.06","1411.26","yes","yes","yes","yes","yes","yes","yes","no","no","yes","14569.28","147.84",,,,,,,,,,,,,,,"146","76","70","377","197","180","4703","2466","2237","129","36","93","5355","2775","2580"
"North and Central America, Montreal Process, International Tropical Timber Organization","MEX","Mexico",2020,"0.00","0.00","56.76","43.24","65692.08","19832.25",194395,"65591.70","100.38","75.47",,"24.91","32040.16","198.75",,"944.06",,"98.79",,,,,"56.77","82.98465829846582984658",,,"56.81","2.02","3723.640809","8.33",,,"3731.9670648","40.061145","145.84","133.35","121.53","114.96","100.51","87.37","85.40","67.01","65.04","63.06","2741.61","3725.68","0.67","0.52","0.39","0.27","0.19","4.56","6.6","3732.28","52.44","12.76","5.88","24.72","6.12","2.69","1.33","44.16","30.00","340.99","119.56","10719.72","13.16","95.93",,"54402.72","407.55","144.64","11166.65","18.87",,,,,,,,,,,,,,,,"yes","yes","yes","yes","yes","yes","yes","no","no","yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oceania","MHL","Marshall Islands",1990,0,0,100,0,"9.40","0.00",18,"6.27","3.13","0.00","0.00","3.13","5.76","0.00","0.00","0.12","0.00",,,,,,"172.24880382775119617225","146.96485623003194888179","0.00","146.96","162.7659574468085106383","0.00","1.08","0.46","0","0.4599848","1.53","0","1.04","0.09","0.09","0.08","0.07","0.04","0.04","0.03","0.02","0.02",,"1.52",,,,,,,,"1.52","132.13","31.71",,"62.10","14.90",,,,,"0.00","0.00","0.00","0.00","9.40","0.00","0","9.40","9.40","9.40","9.40",,,,,"9.40",,,,"0.00","0","0.00","0.00","0.00","0.00","0","no","no","no","no","no","yes","yes","no","no","no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oceania","MHL","Marshall Islands",2000,0,0,100,0,"9.40","0.00",18,"6.27","3.13","0.00","0.00","3.13","5.76","0.00","0.00","0.12","0.00",,,,,,"172.24880382775119617225","146.96485623003194888179","0.00","146.96","162.7659574468085106383","0.00","1.08","0.46","0","0.4599848","1.53","0","1.04","0.09","0.09","0.08","0.07","0.04","0.04","0.03","0.02","0.02",,"1.52",,,,,,,,"1.52","132.13","31.71",,"62.10","14.90",,,,,"0.00","0.00","0.00","0.00","9.40","0.00","0","9.40","9.40","9.40","9.40",,,,,"9.40",,,,"0.00","0","0.00","0.00","0.00","0.00","0","no","no","no","no","no","yes","yes","no","no","no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oceania","MHL","Marshall Islands",2010,0,0,100,0,"9.40","0.00",18,"6.27","3.13","0.00","0.00","3.13","5.76","0.00","0.00","0.12","0.00",,,,,,"172.24880382775119617225","146.96485623003194888179","0.00","146.96","162.7659574468085106383","0.00","1.08","0.46","0","0.4599848","1.53","0","1.04","0.09","0.09","0.08","0.07","0.04","0.04","0.03","0.02","0.02",,"1.52",,,,,,,,"1.52","132.13","31.71",,"62.10","14.90",,,,,"0.00","0.00","0.00","0.00","9.40","0.00","0","9.40","9.40","9.40","9.40",,,,,"9.40",,,,"0.00","0","0.00","0.00","0.00","0.00","0","no","no","no","no","no","yes","yes","no","no","no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oceania","MHL","Marshall Islands",2015,0,0,100,0,"9.40","0.00",18,"6.27","3.13","0.00","0.00","3.13","5.76","0.00","0.00","0.12","0.00",,,,,,"172.24880382775119617225","146.96485623003194888179","0.00","146.96","162.7659574468085106383","0.00","1.08","0.46","0","0.4599848","1.53","0","1.04","0.09","0.09","0.08","0.07","0.04","0.04","0.03","0.02","0.02",,"1.52",,,,,,,,"1.52","132.13","31.71",,"62.10","14.90",,,,,"0.00","0.00","0.00","0.00","9.40","0.00","0","9.40","9.40","9.40","9.40",,,,,"9.40",,,,"0.00","0","0.00","0.00","0.00","0.00","0","no","no","no","no","no","yes","yes","no","no","no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oceania","MHL","Marshall Islands",2020,0,0,100,0,"9.40","0.00",18,"6.27","3.13","0.00","0.00","3.13","5.76","0.00","0.00","0.12","0.00",,,,,,"172.24880382775119617225","146.96485623003194888179","0.00","146.96","162.7659574468085106383","0.00","1.08","0.46","0","0.4599848","1.53","0","1.04","0.09","0.09","0.08","0.07","0.04","0.04","0.03","0.02","0.02",,"1.52",,,,,,,,"1.52","132.13","31.71",,"62.10","14.90",,,,,"0.00","0.00","0.00","0.00","9.40","0.00","0","9.40","9.40","9.40","9.40",,,,,,,,,,,,,,,,"no","no","no","no","no","yes","yes","no","no","no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FOREST EUROPE, UNECE, Europe","MKD","North Macedonia",1990,0,59,0,41,"912.0000000000000000","143.0000000000000000",2522,,,,,,,,"0.00","0.00","0.00",,,,,,,,,,"83.65",,,,,,"76.2888",,,,,,,,,,,,,,,,,,,,,,"77.64","20.94",,"36.49","9.84",,,,,,,,,,,"912",,,,,,,,,"94.00",,,,"818.00","0","818.00","0.00","0.00","0.00","0","yes","yes",,"yes",,"yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FOREST EUROPE, UNECE, Europe","MKD","North Macedonia",2000,0,59,0,41,"957.5500000000000000","143.0000000000000000",2522,,,,,,,,"0.00","0.00","0.00",,,,,,,,,,"82.38734269750926844551",,,,,,"78.89",,,,,,,,,,,,,,,,,,,,,,"76.95","20.75",,"36.16","9.75",,,,,,,,,,,"957.55",,,,,,,,,"109.20",,,,"848.35","0","848.35","0.00","0.00","0.00","0","yes","yes",,"yes",,"yes",,,,,,"3.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FOREST EUROPE, UNECE, Europe","MKD","North Macedonia",2010,0,59,0,41,"960.4300000000000000","143.0000000000000000",2522,,,,,,,,"0.00","0.00","0.00",,,,,,,,,,"79.55811459450454483929",,,,,,"76.41",,,,,,,,,,,,,,,,,,,,,,"74.33","20.05",,"34.94","9.42",,,,,,,,,,,"960.43","835.06",,,,,,,,"80.88",,,,"879.55","0","879.55","0.00","0.00","0.00","0","yes","yes",,"yes",,"yes",,,,,,"2.51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FOREST EUROPE, UNECE, Europe","MKD","North Macedonia",2015,0,59,0,41,"994.4000000000000000","143.0000000000000000",2522,,,,,,,,"0.00","0.00","0.00",,,,,,,,,,"76.84030571198712791633",,,,,,"76.41",,,,,,,,,,,,,,,,,,,,,,"72.09","19.44",,"33.88","9.14",,,,,,,,,,,"994.4",,,,,,,,,"111.93",,,,"882.47","0","882.47","0.00","0.00","0.00","0","yes","yes",,"yes",,"yes",,,,,,"2.41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FOREST EUROPE, UNECE, Europe","MKD","North Macedonia",2020,0,59,0,41,"1001.49","143.00",2522,,,,,,,,"0.00","0.00","0.00",,,,,,,,,,"76.29631848545666956235",,,,,,"76.41",,,,,,,,,,,,,,,,,,,,,,"71.64","19.32",,"33.67","9.08",,,,,,,,,,,"1001.49",,,,,,,,,,,,,,,,,,,,"yes","yes",,"yes",,"yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"International Tropical Timber Organization, Africa","MLI","Mali",1990,0,0,100,0,"13296.00","13842.00",122019,"13291.00","5.00","0.00","0.00","5.00","0.00",,,"0.00",,,,,,,,,,,"42.57",,,,,,"566.01072",,,,,,,,,,,,,,,,,,,,,,"46.36","11.61",,"21.79","5.46",,,"35.00","30.00","6476.80","809.60","4030.00","0.00","1979.60","0.00","0",,"3737.00",,,"3012.18","3900.00",,,"4.00","4.00","0.00","0.00","13292.00","0","13292.00","0.00","0.00","0.00","0","no","yes","yes","yes","yes","yes","no","yes","no","yes",,"135.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"International Tropical Timber Organization, Africa","MLI","Mali",2000,0,0,100,0,"13296.00","13842.00",122019,"13241.00","55.00","0.00","0.00","55.00","0.00",,,"0.00",,,,,,,,,,,"42.57",,,,,,"566.01072",,,,,,,,,,,,,,,,,,,,,,"46.36","11.61",,"21.79","5.46",,,"35.00","30.00","6476.80","809.60","4030.00","0.00","1979.60","0.00","0",,"3737.00",,,"3012.18","3900.00",,,"4.00","4.00","0.00","0.00","13292.00","0","13292.00","0.00","0.00","0.00","0","no","yes","yes","yes","yes","yes","no","yes","no","yes",,"135.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"International Tropical Timber Organization, Africa","MLI","Mali",2010,0,0,100,0,"13296.00","13842.00",122019,"12766.00","530.00","0.00","0.00","530.00","0.00",,,"0.00",,,,,,,,,,,"42.57",,,,,,"566.01072",,,,,,,,,,,,,,,,,,,,,,"46.36","11.61",,"21.79","5.46",,,"35.00","30.00","6476.80","809.60","4030.00","0.00","1979.60","0.00","0",,"3737.00",,,"3012.18","3900.00","589.00",,"4.00","4.00","0.00","0.00","13292.00","0","13292.00","0.00","0.00","0.00","0","no","yes","yes","yes","yes","yes","no","yes","no","yes","3987.00","200.00","180.00","20.00",,,,,,,,,,,,,,,,,,,,,,,,,,,
"International Tropical Timber Organization, Africa","MLI","Mali",2015,0,0,100,0,"13296.00","13842.00",122019,"12732.00","564.00","0.00","0.00","564.00","0.00",,,"0.00",,,,,,,,,,,"42.57",,,,,,"566.01072",,,,,,,,,,,,,,,,,,,,,,"46.36","11.61",,"21.79","5.46",,,"35.00","30.00","6476.80","809.60","4030.00","0.00","1979.60","0.00","0",,"3737.00",,,"3012.18","3900.00",,,"4.00","4.00","0.00","0.00","13292.00","0","13292.00","0.00","0.00","0.00","0","no","yes","yes","yes","yes","yes","no","yes","no","yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"International Tropical Timber Organization, Africa","MLI","Mali",2020,0,0,100,0,"13296.00","13842.00",122019,"12728.00","568.00","0.00","0.00","568.00","0.00",,,"0.00",,,,,,,,,,,"42.57",,,,,,"566.01072",,,,,,,,,,,,,,,,,,,,,,"46.36","11.61",,"21.79","5.46",,,"35.00","30.00","6476.80","809.60","4030.00","0.00","1979.60","0.00","0",,"3737.00",,,"3012.18","2953.43",,,,,,,,,,,,,,"no","yes","yes","yes","yes","yes","no","yes","no","yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FOREST EUROPE, International Tropical Timber Organization, UNECE, Europe, EU-27","MLT","Malta",1990,0,0,0,100,"0.35","0.00",32,"0.35","0.00","0.00","0.00","0.00","0.00",,"0.00","0.00","0.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.35",,,,,,,,,,,,,,"0.35",,,,,,"no","yes","no","yes","no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FOREST EUROPE, International Tropical Timber Organization, UNECE, Europe, EU-27","MLT","Malta",2000,0,0,0,100,"0.35","0.00",32,"0.35","0.00","0.00","0.00","0.00","0.00",,"0.00","0.00","0.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.35",,,,,,,,,,,,,,"0.35",,,,,,"no","yes","no","yes","no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FOREST EUROPE, International Tropical Timber Organization, UNECE, Europe, EU-27","MLT","Malta",2010,0,0,0,100,"0.35","0.00",32,"0.35","0.00","0.00","0.00","0.00","0.00",,"0.00","0.00","0.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.35",,,,,,,,,,,,,,"0.35",,,,,,"no","yes","no","yes","no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FOREST EUROPE, International Tropical Timber Organization, UNECE, Europe, EU-27","MLT","Malta",2015,0,0,0,100,"0.35","0.00",32,"0.35","0.00","0.00","0.00","0.00","0.00",,"0.00","0.00","0.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.35",,,,,,,,,,,,,,"0.35",,,,,,"no","yes","no","yes","no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FOREST EUROPE, International Tropical Timber Organization, UNECE, Europe, EU-27","MLT","Malta",2020,0,0,0,100,"0.46","0.07",32,"0.42","0.04","0.04",,"0.00","0.00",,"0.00","0.00","0.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.46",,,,,,"0.04","0.04","0.04",,,,,,,,,,,,"no","yes","no","yes","no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
